"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"2004","昭和産業","東証PR","食料品","98557","32995420","3.35","100","8.86","0.72","337.22","4131.95","298700","100","20250423","3090","20250407","2570"
"2009","鳥越製粉","東証ST","食料品","22105","26036374","5.18","44","19.57","0.55","43.38","1542.32","84900","100","20250421","902","20250117","704"
"202A","豆蔵デジタルホールディングス","東証GR","情報通信","21700","16050000","4.41","59.58","15.87","7.43","85.19","182.06","135200","100","20250218","1526","20250407","1090"
"2053","中部飼料","東証PR","食料品","42247","30371908","3.59","50","12.1","0.62","114.99","2247.03","139100","100","20250423","1458","20250407","1191"
"2055","日和産業","東証ST","食料品","6208","20830825","2.01","6","18","0.29","16.56","1011","29800","100","20250321","338","20250407","258"
"205A","ロゴスホールディングス","東証GR","建設","3913","3913348","4.53","45.33","649.35","1.43","1.54","701.19","100000","100","20250106","2439","20250424","919"
"2060","フィード・ワン","東証PR","食料品","34014","38477128","3.34","29.5","7.52","0.63","117.61","1394.25","88400","100","20250423","942","20250123","762"
"206A","PRISM_BioLab","東証GR","医薬品","8948","36671600","0","0","-","2.67","-","91.39","24400","100","20250107","330","20250407","190"
"208A","構造計画研究所ホールディングス","東証ST","情報通信","27764","11000000","-","-","13.8","3.13","182.95","805.79","252400","100","20250328","2702","20250120","2050"
"2107","東洋精糖","東証ST","食料品","11310","5456000","1.69","35","12.56","0.99","165.06","2092.93","207300","100","20250417","2090","20250117","1435"
"2108","日本甜菜製糖","東証PR","食料品","35264","15325642","3.48","80","10.74","0.38","214.27","6113.43","230100","100","20250318","2473","20250407","2021"
"2109","DM三井製糖","東証PR","食料品","109017","32639780","3.89","130","21.56","0.92","154.92","3619.15","334000","100","20250310","3665","20250407","3020"
"2112","塩水港精糖","東証ST","食料品","10885","35000000","3.22","10","4.06","0.53","76.61","584.44","31100","100","20250210","425","20250407","272"
"2114","フジ日本","東証ST","食料品","26773","25718700","3.27","34","11.61","1.12","89.66","928.9","104100","100","20250430","1084","20250407","1000"
"2117","ウェルネオシュガー","東証PR","食料品","76785","32800095","3.93","92","15.34","1.05","152.57","2238.77","234100","100","20250210","2438","20250407","2100"
"211A","カドス・コーポレーション","東証ST","建設","3701","1012500","3.56","130","8.43","0.85","433.58","4280.49","365500","100","20250422","3760","20250305","2575"
"2120","LIFULL","東証PR","サービス","20426","134380704","-","-","10.24","0.79","14.84","192.75","15200","100","20250106","210","20250407","120"
"2121","MIXI","東証PR","サービス","227828","73730850","3.56","110","12.23","1.21","252.65","2543.82","309000","100","20250214","3945","20250114","2830"
"2122","インタースペース","東証ST","サービス","6479","6967200","3.23","30","14.59","1.05","63.73","882.59","93000","100","20250414","1001","20250409","868"
"2124","ジェイエイシーリクルートメント","東証PR","サービス","134432","165557200","3.94","32","18.34","7.1","44.27","114.43","81200","100","20250421","839","20250207","645"
"2127","日本M＆Aセンターホールディングス","東証PR","サービス","225510","336934800","4.33","29","19.3","4.5","34.68","148.71","66930","100","20250129","729","20250407","483"
"212A","フィットイージー","東証ST","サービス","24693","15890250","1.35","21","18.65","8.14","83.33","190.85","155400","100","20250106","1873","20250407","1199"
"2130","メンバーズ","東証PR","サービス","15864","13421700","2.71","32","58.03","2.62","20.37","450.62","118200","100","20250219","1290","20250407","876"
"2134","北浜キャピタルパートナーズ","東証ST","サービス","5674","298626993","0","0","-","2.74","-3.45","6.94","1900","100","20250421","38","20250407","15"
"2136","ヒップ","東証ST","サービス","3975","3975300","5.1","51","10.54","0.99","94.87","1005.1","100000","100","20250206","1217","20250407","895"
"2138","クルーズ","東証ST","情報通信","7580","12957600","0","0","-","0.59","-","997.69","58500","100","20250127","625","20250407","444"
"2139","中広","東証ST","サービス","2987","7044000","2.83","12","15.18","1.51","27.94","281.47","42400","100","20250108","463","20250407","392"
"2146","UTグループ","東証PR","サービス","78525","39860383","5.7","112.33","9.68","2.43","203.5","809.69","197000","100","20250213","2545","20250407","1557"
"2148","アイティメディア","東証PR","サービス","33297","21061000","6.33","100","20.46","3.27","77.26","483.16","158100","100","20250214","1738","20250407","1266"
"2150","ケアネット","東証PR","サービス","34170","46872000","1.65","12","21.08","2.84","34.59","256.96","72900","100","20250423","760","20250114","513"
"2152","幼児活動研究会","東証ST","サービス","14848","11784000","1.83","23","13.96","1.35","90.26","935.43","126000","100","20250225","1377","20250416","1170"
"2153","E・Jホールディングス","東証PR","サービス","25887","16078920","4.04","65","8.28","0.84","194.34","1920.79","161000","100","20250328","1732","20250407","1411"
"2154","オープンアップグループ","東証PR","サービス","168016","91811787","4.1","75","14.45","2.11","126.64","867.55","183000","100","20250129","1961","20250407","1481"
"2156","セーラー広告","東証ST","サービス","2091","6078000","1.74","6","-","0.81","-","424.39","34400","100","20250110","447","20250407","268"
"2157","コシダカホールディングス","東証PR","サービス","83781","83781480","2.4","24","10.92","2.42","91.55","412.9","100000","100","20250217","1166","20250410","921"
"2158","FRONTEO","東証GR","サービス","23890","39356862","0","0","48.76","8.49","12.45","71.48","60700","100","20250220","688","20250407","452"
"215A","タイミー","東証GR","サービス","171009","99366000","0","0","38.22","16.13","45.03","106.68","172100","100","20250213","1887","20250407","1200"
"2160","ジーエヌアイグループ","東証GR","医薬品","121298","50226943","0","0","10.04","3.32","240.42","726.67","241500","100","20250220","3970","20250407","1469"
"2162","nmsホールディングス","東証ST","サービス","13291","21611000","2.28","14","9.1","3.08","67.55","199.51","61500","100","20250425","656","20250117","333"
"2163","アルトナー","東証PR","サービス","19864","10627920","4.49","84","15.59","4.22","119.9","443.1","186900","100","20250107","2134","20250407","1524"
"2164","地域新聞社","東証GR","サービス","1309","3740414","0","0","43.64","2.15","8.02","162.85","35000","100","20250416","408","20250407","287"
"2168","パソナグループ","東証PR","サービス","86369","40190300","3.49","75","-","0.6","-109.79","3562.48","214900","100","20250318","2298","20250407","1861"
"2169","CDS","東証ST","サービス","12769","6924400","4.01","74","11.89","1.41","155.14","1304.76","184400","100","20250428","1880","20250130","1721"
"2170","リンクアンドモチベーション","東証PR","サービス","62566","109000000","2.72","15.6","15.76","5.42","36.43","105.99","57400","100","20250213","597","20250407","427"
"2173","博展","東証GR","サービス","8693","16248520","3.74","20","8.23","2.48","65.02","216","53500","100","20250214","613","20250407","410"
"2175","エス・エム・エス","東証PR","サービス","116107","87561600","-","-","16.03","2.39","82.73","554.24","132600","100","20250128","1758","20250407","979"
"2179","成学社","東証ST","サービス","4401","5876000","2.54","19","10.47","1.07","71.56","701.89","74900","100","20250319","830","20250407","671"
"2180","サニーサイドアップグループ","東証ST","サービス","7614","15197600","4.39","22","7.79","1.73","64.34","289.21","50100","100","20250213","557","20250407","428"
"2181","パーソルホールディングス","東証PR","サービス","583280","2278437810","3.52","9","15.75","3.04","16.25","84.13","25600","100","20250326","263","20250407","221"
"2183","リニカル","東証ST","サービス","7323","24740000","5.41","16","-","0.87","-25.24","339.97","29600","100","20250108","367","20250407","258"
"2185","シイエム・シイ","東証ST","サービス","21546","14364000","3.47","52","8.29","0.97","181","1539.37","150000","100","20250203","1847","20250407","1293"
"2186","ソーバル","東証ST","サービス","7285","8167498","3.7","33","15.95","1.62","55.93","549.42","89200","100","20250424","966","20250407","795"
"218A","Liberaware","東証GR","精密機器","19369","18878600","0","0","387.17","31.44","2.65","32.63","102600","100","20250321","1239","20250117","396"
"2193","クックパッド","東証ST","サービス","17726","107429400","0","0","-","1","-","164.53","16500","100","20250410","192","20250311","129"
"2195","アミタホールディングス","東証GR","サービス","5636","17556360","1.56","5","10.71","2.11","29.97","152.01","32100","100","20250108","415","20250407","263"
"2196","エスクリ","東証ST","サービス","2564","13786500","0","0","4.49","0.4","41.46","467.71","18600","100","20250305","231","20250407","139"
"2198","アイ・ケイ・ケイホールディングス","東証PR","サービス","23666","29956800","3.04","24","20.4","2.26","38.72","349.27","79000","100","20250326","854","20250117","743"
"219A","Heartseed","東証GR","医薬品","56801","22513400","0","0","-","9.08","-43.11","277.72","252300","100","20250109","3880","20250212","1570"
"2201","森永製菓","東証PR","食料品","223198","88011638","2.37","60","13.5","1.72","187.8","1473.37","253600","100","20250106","2738","20250407","2336"
"2204","中村屋","東証ST","食料品","19363","5976205","2.16","70","21.38","0.71","151.55","4578.36","324000","100","20250424","3365","20250407","2989"
"2206","江崎グリコ","東証PR","食料品","328786","68468569","1.98","95","25.48","1.12","188.49","4272.45","480200","100","20250423","4923","20250407","4348"
"2207","名糖産業","東証PR","食料品","35530","17289308","1.7","35","7.48","0.62","274.77","3302.96","205500","100","20250424","2183","20250407","1816"
"2208","ブルボン","東証ST","食料品","73904","27700000","1.5","40","15","1.05","177.87","2543.62","266800","100","20250430","2745","20250109","2313"
"2209","井村屋グループ","東証PR","食料品","31747","13086200","1.28","31","17.16","1.41","141.4","1726.24","242600","100","20250324","2547","20250407","2150"
"220A","Faber_Company","東証ST","情報通信","3279","3000000","2.74","30","11.57","1.36","94.49","805.15","109300","100","20250321","1301","20250407","953"
"2211","不二家","東証PR","食料品","61264","25784659","1.26","30","34.03","1.07","69.83","2229.16","237600","100","20250106","2655","20250407","2218"
"2212","山崎製パン","東証PR","食料品","738829","220282860","1.49","50","17.97","1.62","186.66","2076.41","335400","100","20250430","3456","20250217","2460"
"2215","第一屋製パン","東証ST","食料品","3978","6929900","0","0","8.83","0.49","65","1163.39","57400","100","20250108","673","20250407","478"
"2216","カンロ","東証ST","食料品","62105","15315604","2.29","93","17.47","3.35","232.09","1209.5","405500","100","20250425","4340","20250407","2850"
"2217","モロゾフ","東証PR","食料品","37448","21265356","0.8","14","62.45","1.83","28.2","964.01","176100","100","20250424","1875","20250407","1530"
"2220","亀田製菓","東証PR","食料品","86820","22318650","1.47","57","20.5","1.12","189.72","3462.24","389000","100","20250106","4175","20250407","3670"
"2221","岩塚製菓","東証ST","食料品","39207","11990000","0.76","25","14.17","0.5","230.71","6515.07","327000","100","20250425","3400","20250407","2559"
"2222","寿スピリッツ","東証PR","食料品","336066","155658402","1.48","32","28.48","8.41","75.82","256.68","215900","100","20250204","2591","20250108","1996"
