SC,名称,市場,業種,時価総額(百万円),発行済株式数,配当利回り（予想）,1株配当（予想）,PER（予想）,PBR（実績）,EPS（予想）,BPS（実績）,最低購入額,単元株,高値日付,年初来高値,安値日付,年初来安値
2763,エフティグループ,東証ST,卸売,32770,30342268,5.09,55,5.24,1.15,206.05,937.86,108000,100,20250210,1323,20250407,942
2768,双日,東証PR,卸売,779175,225000000,4.76,165,6.35,0.75,545.47,4595.93,346300,100,20250501,3549,20250407,2689
2780,コメ兵ホールディングス,東証ST,小売,32206,11257000,3.64,104,7.33,1.01,390.58,2843,286100,100,20250129,4195,20250407,2400
2790,ナフコ,東証ST,小売,54922,29784400,3.15,58,29.04,0.31,63.49,5935.63,184400,100,20250106,2103,20250407,1555
2792,ハニーズホールディングス,東証PR,小売,44724,27900000,3.43,55,9.12,1.01,175.81,1581.86,160300,100,20250109,1745,20250407,1485
2876,デルソーレ,東証ST,食料品,3943,9105290,3.46,15,-,0.6,-39.3,719.26,43300,100,20250416,469,20250407,370
287A,黒田グループ,東証ST,卸売,40841,44683980,6.56,60,10.63,0.98,85.98,929.71,91400,100,20250221,1151,20250407,733
2883,大冷,東証ST,食料品,11452,6008300,3.15,60,-,1.14,-91.88,1665.74,190600,100,20250430,1993,20250407,1893
2892,日本食品化工,東証ST,食料品,18112,6400000,5.12,145,9.94,0.49,284.65,5779.32,283000,100,20250430,2900,20250407,2150
2903,シノブフーズ,東証ST,食料品,11427,13000000,3.07,27,10.91,0.67,80.55,1306.86,87900,100,20250318,1030,20250407,785
2914,日本たばこ産業,東証PR,食料品,8976000,2000000000,4.32,194,17.71,2.12,253.44,2121.33,448800,100,20250502,4488,20250220,3700
2918,わらべや日洋ホールディングス,東証PR,食料品,38142,17625660,4.16,90,9.69,0.67,223.26,3244.2,216400,100,20250414,2421,20250407,1849
2924,イフジ産業,東証ST,食料品,18210,8345370,3.02,66,8.31,1.65,262.52,1324.89,218200,100,20250422,2279,20250116,1484
2927,AFC-HDアムスライフサイエンス,東証ST,食料品,12143,14387699,3.79,32,8.99,0.81,93.83,1041.15,84400,100,20250128,904,20250407,765
2932,STIフードホールディングス,東証ST,食料品,22188,17778900,3.21,40,11.38,2.65,109.68,471.68,124800,100,20250107,1657,20250407,1051
296A,令和アカウンティング・ホールディングス,東証GR,サービス,22306,38000000,4.26,25,20.04,7.21,29.29,81.38,58700,100,20250225,757,20250114,429
2982,ADワークスグループ,東証PR,不動産,12817,49677764,4.65,12,6.96,0.66,37.07,389.82,25800,100,20250425,270,20250117,196
2983,アールプランナー,東証GR,不動産,7542,5387480,3.57,50,5.03,1.31,278.41,1065.61,140000,100,20250314,1689,20250407,1103
2984,ヤマイチ・ユニハイムエステート,東証ST,不動産,6186,8544400,4.14,30,8.88,0.47,81.49,1533.17,72400,100,20250204,827,20250407,631
2986,LAホールディングス,東証GR,不動産,43342,6308875,4.8,330,8.3,2.36,828.09,2915.56,687000,100,20250328,7270,20250106,5470
2993,長栄,東証ST,不動産,9170,4473400,6.1,125,4.93,0.85,415.49,2400.25,205000,100,20250321,2340,20250407,1921
3002,グンゼ,東証PR,繊維製品,88785,34587032,3.06,78.5,11.39,0.71,225.4,3611.59,256700,100,20250106,2750,20250407,2283
3003,ヒューリック,東証PR,不動産,1156469,767907735,3.78,57,10.61,1.38,141.97,1090.18,150600,100,20250502,1512.5,20250407,1322
3004,神栄,東証ST,卸売,6836,4168500,5.49,90,5.17,0.78,317.42,2110.23,164000,100,20250425,1800,20250407,1402
3011,バナーズ,東証ST,小売,2772,20236086,3.65,5,9.76,0.81,14.04,168.27,13700,100,20250328,189,20250407,117
3020,アプライド,東証ST,小売,7501,2703200,3.24,90,5.56,0.67,499.45,4141.06,277500,100,20250425,2999,20250407,2340
3021,パシフィックネット,東証ST,サービス,7080,5392500,3.58,47,14.46,2.18,90.78,602.45,131300,100,20250106,1450,20250407,1000
3023,ラサ商事,東証ST,卸売,15880,11383838,4.87,68,8.07,0.72,172.91,1949.07,139500,100,20250327,1579,20250407,1209
3024,クリエイト,東証ST,卸売,3874,3969000,3.48,34,8.88,0.74,109.95,1313.91,97600,100,20250204,1120,20250407,862
3036,アルコニックス,東証PR,卸売,46947,31070000,4.24,64,10.14,0.68,149.04,2222.44,151100,100,20250327,1605,20250407,1339
3040,ソリトンシステムズ,東証PR,情報通信,24930,19738888,4.12,52,13.38,1.91,94.41,662.01,126300,100,20250425,1310,20250407,1058
3045,カワサキ,東証ST,卸売,4056,2901000,3.58,50,10.22,0.53,136.82,2635.5,139800,100,20250225,1420,20250409,1270
3050,DCMホールディングス,東証PR,小売,196603,146500000,3.43,46,9.17,0.68,146.29,1972.62,134200,100,20250106,1455,20250407,1259
3076,あいホールディングス,東証PR,卸売,119858,56590410,4.72,100,6.1,1.06,347.2,2000.6,211800,100,20250106,2139,20250407,1793
3079,ディーブイエックス,東証ST,卸売,10219,10780000,5.27,50,24.36,1.11,38.91,850.64,94800,100,20250313,988,20250407,835
3086,J.フロントリテイリング,東証PR,小売,473220,270565764,3.09,54,14.95,1.1,116.97,1597.24,174900,100,20250204,2212,20250407,1553
3089,テクノアルファ,東証ST,卸売,2029,2316000,4.0,35,-,0.82,-,1063.63,87600,100,20250328,943,20250407,800
3101,東洋紡,東証PR,繊維製品,79342,89048792,4.49,40,30.2,0.4,29.5,2217.67,89100,100,20250321,1005,20250409,808
3105,日清紡ホールディングス,東証PR,電気機器,146567,169246174,4.16,36,7.44,0.51,116.44,1714.44,86600,100,20250326,963,20250407,732
3107,ダイワボウホールディングス,東証PR,卸売,227931,96356460,3.8,90,9.07,1.5,260.71,1572.72,236550,100,20250106,3084,20250407,2084
3109,シキボウ,東証PR,繊維製品,12401,12810829,5.17,50,13.05,0.35,74.19,2747.91,96800,100,20250306,1047,20250407,874
3116,トヨタ紡織,東証PR,輸送用機器,382932,187665738,4.21,86,7.29,0.81,279.89,2504.56,204050,100,20250326,2135,20250407,1650
3123,サイボー,東証ST,繊維製品,6338,13600000,3.43,16,8.59,0.35,54.27,1342.94,46600,100,20250321,497,20250407,430
3131,シンデン・ハイテックス,東証ST,卸売,4252,2110200,6.2,125,7.4,0.54,272.24,3765.76,201500,100,20250107,2796,20250407,1648
3132,マクニカホールディングス,東証PR,卸売,354563,179072146,3.54,70,11.86,1.37,166.98,1440.24,198000,100,20250428,2012,20250407,1560
3138,富士山マガジンサービス,東証GR,小売,2149,3315620,3.24,21,9.3,0.9,69.65,722.34,64800,100,20250131,701,20250404,600
3143,オーウイル,東証ST,卸売,5846,3150000,3.23,60,6.86,1.1,270.66,1687.02,185600,100,20250428,1988,20250407,1411
3150,グリムス,東証PR,電気・ガス,56727,23814800,3.15,75,12.74,3.62,187,658.51,238200,100,20250106,2618,20250407,1910
3151,バイタルケーエスケー・ホールディングス,東証PR,卸売,68720,51902976,3.4,45,9.32,0.59,142,2251.93,132400,100,20250422,1395,20250407,1102
3156,レスター,東証PR,卸売,66641,30072643,5.42,120,8.15,0.72,271.85,3077.21,221600,100,20250106,2618,20250407,1842
3157,ジオリーブグループ,東証ST,卸売,14194,13767052,3.69,38,7.4,0.61,139.39,1693.58,103100,100,20250327,1170,20250407,954
3161,アゼアス,東証ST,卸売,3882,6085401,3.61,23,11.72,0.54,54.46,1188.22,63800,100,20250328,738,20250407,623
3166,OCHIホールディングス,東証ST,卸売,18511,13610970,3.97,54,15.34,0.76,88.64,1794.78,136000,100,20250317,1457,20250407,1215
3167,TOKAIホールディングス,東証PR,卸売,141077,139679977,3.37,34,14.66,1.47,68.89,688.88,101000,100,20250502,1011,20250407,886
3168,MERF,東証ST,卸売,7455,14337200,3.85,20,-,0.8,-29.17,653.87,52000,100,20250327,588,20250407,462
3172,ティーライフ,東証ST,小売,4951,4267900,3.45,40,11.69,0.78,99.2,1486.29,116000,100,20250501,1200,20250407,1045
3173,Cominix,東証ST,卸売,5674,6868840,4.24,35,9.24,0.73,89.39,1137.1,82600,100,20250106,947,20250407,782
3176,三洋貿易,東証PR,卸売,39828,29007708,4.15,57,8.07,0.8,170.17,1714.76,137300,100,20250106,1620,20250407,1210
3177,ありがとうサービス,東証ST,小売,3123,953600,4.12,135,6,0.92,545.97,3544.25,327500,100,20250130,3650,20250407,2585
3179,シュッピン,東証PR,小売,25111,23207991,3.7,40,8.9,2.44,121.59,442.98,108200,100,20250328,1163,20250303,968
3183,ウイン・パートナーズ,東証PR,卸売,39502,30503310,4.02,52,19.93,1.58,64.97,822.02,129500,100,20250317,1595,20250407,1125
3191,ジョイフル本田,東証PR,小売,131153,65412971,3.19,64,15.58,1.01,128.68,1985.02,200500,100,20250423,2087,20250114,1820
3204,トーア紡コーポレーション,東証ST,繊維製品,3549,8940448,3.53,14,6.96,0.26,57.03,1530.57,39700,100,20250428,420,20250130,367
3205,ダイドーリミテッド,東証ST,繊維製品,25939,30696897,11.83,100,21.78,1.63,38.79,518.4,84500,100,20250219,1243,20250407,676
3231,野村不動産ホールディングス,東証PR,不動産,785835,917388185,4.2,36,9.81,0.98,87.33,873.4,85660,100,20250327,909,20250117,751
3238,セントラル総合開発,東証ST,不動産,4318,9681600,3.14,14,9.71,0.5,45.93,883.63,44600,100,20250324,489,20250407,376
3241,ウィル,東証ST,不動産,5404,11548000,4.17,19.5,7.31,1.09,63.99,429.87,46800,100,20250213,494,20250407,400
3242,アーバネットコーポレーション,東証ST,不動産,15491,33824100,4.59,21,8.54,1.02,53.6,448.62,45800,100,20250401,471,20250117,410
3245,ディア・ライフ,東証PR,不動産,49386,44896800,5.64,62,7.02,2.05,156.6,537.52,110000,100,20250328,1154,20250407,925
3246,コーセーアールイー,東証ST,不動産,6677,10368000,3.73,24,17.21,0.64,37.41,1005.07,64400,100,20250108,785,20250407,575
3248,アールエイジ,東証ST,不動産,2618,3181000,4.37,36,11.24,0.58,73.25,1428.88,82300,100,20250422,938,20250407,700
3252,地主,東証PR,不動産,44887,21569700,4.81,100,7.01,0.95,297,2181.23,208100,100,20250131,2275,20250407,1750
3271,THEグローバル社,東証ST,不動産,28193,28306000,3.82,38,8.04,3.29,123.9,302.82,99600,100,20250421,1075,20250117,615
3276,JPMC,東証PR,不動産,22089,19025600,5.0,58,12.05,2.18,96.33,532.08,116100,100,20250402,1229,20250407,1061
3277,サンセイランディック,東証ST,不動産,9529,8584900,3.78,42,8.58,0.72,129.3,1541.81,111000,100,20250502,1111,20250407,920
3280,エストラスト,東証ST,不動産,5612,6167000,3.08,28,4.22,0.58,215.54,1581.08,91000,100,20250424,985,20250114,710
3284,フージャースホールディングス,東証PR,不動産,43525,36916775,4.92,58,8.22,1.11,143.45,1061.27,117900,100,20250423,1217,20250407,898
3289,東急不動産ホールディングス,東証PR,不動産,729189,719830974,3.36,34,9.9,0.95,102.35,1067.31,101300,100,20250325,1068,20250407,911
3291,飯田グループホールディングス,東証PR,不動産,631974,280379057,3.99,90,14.36,0.64,156.93,3501.88,225400,100,20250129,2405,20250411,2074
3293,アズマハウス,東証ST,不動産,5943,8063400,4.75,35,8.48,0.35,86.95,2104.93,73700,100,20250327,765,20250407,671
3294,イーグランド,東証ST,不動産,8950,6379100,5.84,82,8.25,0.77,170.04,1830.16,140300,100,20250228,1490,20250407,1260
3297,東武住販,東証ST,不動産,3404,2712400,3.11,39,17.01,0.8,73.79,1563.77,125500,100,20250421,1460,20250106,1071
3299,ムゲンエステート,東証ST,不動産,53351,24361000,5.11,112,7.83,1.59,279.52,1374.55,219000,100,20250325,2338,20250117,1683
3300,アンビション_DX_ホールディングス,東証GR,不動産,14501,7008600,5.07,105,6.33,2.09,327.05,987.98,206900,100,20250110,2383,20250407,1700
3320,クロスプラス,東証ST,卸売,7989,7718800,4.44,46,6.38,0.45,162.2,2285.08,103500,100,20250317,1091,20250407,903
3321,ミタチ産業,東証ST,卸売,9045,7969594,4.41,50,5.65,0.58,200.83,1954.27,113500,100,20250324,1226,20250407,938
3333,あさひ,東証PR,小売,35792,26240800,3.67,50,9.73,0.91,140.17,1502.16,136400,100,20250106,1523,20250407,1219
3352,バッファロー,東証ST,小売,3003,2345874,4.69,60,8.98,0.49,142.53,2613.26,128000,100,20250321,1337,20250407,1130
3353,メディカル一光グループ,東証ST,小売,8969,3770000,5.04,120,7.16,0.63,332.29,3747.7,237900,100,20250327,2395,20250106,2050
3355,クリヤマホールディングス,東証ST,卸売,29213,22300200,4.27,56,7.15,0.57,183.2,2296.32,131000,100,20250325,1372,20250407,1121
3361,トーエル,東証ST,小売,15812,20805640,3.03,23,12.71,0.71,59.8,1071.13,76000,100,20250325,845,20250130,715
3374,内外テック,東証ST,卸売,7295,3553098,4.82,99,7.48,0.62,274.39,3288.69,205300,100,20250108,2524,20250407,1670
3375,ZOA,東証ST,小売,2164,1454000,4.7,70,5.33,0.66,278.93,2268.61,148800,100,20250205,1628,20250407,1261
3386,コスモ・バイオ,東証ST,卸売,7070,6048000,4.28,50,15.58,0.75,75.04,1565,116900,100,20250430,1170,20250407,971
3388,明治電機工業,東証PR,卸売,18702,12765820,4.1,60,8.32,0.56,175.98,2613.85,146500,100,20250324,1646,20250407,1215
3393,スターティアホールディングス,東証PR,卸売,21351,10240400,4.89,102,11.02,2.75,189.16,757.12,208500,100,20250217,2433,20250407,1750
3401,帝人,東証PR,繊維製品,236159,197953707,4.19,50,9.19,0.5,129.79,2386.58,119300,100,20250319,1404,20250409,1076
3405,クラレ,東証PR,化学,545121,324863603,3.22,54,12.08,0.71,138.95,2359.03,167800,100,20250127,2372,20250407,1466
3407,旭化成,東証PR,化学,1378727,1365751932,3.57,36,12.71,0.73,79.43,1384.84,100950,100,20250327,1119,20250407,880
3416,ピクスタ,東証GR,小売,2090,2296640,4.95,45,9.99,1.4,91.13,649.16,91000,100,20250106,1259,20250407,735
3417,大木ヘルスケアホールディングス,東証ST,卸売,11666,14072100,3.02,25,4.92,0.37,168.6,2253.36,82900,100,20250226,888,20250407,655
3420,ケー・エフ・シー,東証ST,金属製品,10056,7378050,3.67,50,10.62,0.48,128.4,2827.01,136300,100,20250416,1425,20250407,1200
3423,エスイー,東証ST,金属製品,8314,31256600,4.89,13,17.58,0.73,15.13,363.43,26600,100,20250220,285,20250407,238
3431,宮地エンジニアリンググループ,東証PR,金属製品,50041,27677816,5.39,97.5,12.13,1.22,149.09,1480.37,180800,100,20250106,2025,20250407,1520
3433,トーカロ,東証PR,金属製品,101347,61200000,3.93,65,12.78,1.7,129.53,972.75,165600,100,20250106,1875,20250407,1369
3434,アルファ,東証ST,金属製品,10985,10200000,4.64,50,12.91,0.3,83.42,3581.03,107700,100,20250326,1241,20250407,965
3435,サンコーテクノ,東証ST,金属製品,9865,8745408,3.37,38,6.86,0.49,164.46,2300.2,112800,100,20250212,1278,20250407,1050
3437,特殊電極,東証ST,金属製品,3975,1602000,3.87,96,9.81,0.53,253.01,4715.03,248100,100,20250213,2540,20250407,2180
3439,三ツ知,東証ST,金属製品,3368,5304040,3.15,20,16.15,0.32,39.31,1979.14,63500,100,20250203,730,20250407,562
3440,日創プロニティ,東証ST,金属製品,6081,6832500,4.49,40,6.34,0.46,140.39,1944.32,89000,100,20250424,973,20250407,730
3443,川田テクノロジーズ,東証PR,金属製品,54694,17474210,4.15,130,6.14,0.62,509.67,5062.84,313000,100,20250214,3295,20250407,2435
3444,菊池製作所,東証ST,金属製品,3356,12337700,3.68,10,36.51,0.66,7.45,412.93,27200,100,20250225,325,20250407,224
3447,信和,東証ST,金属製品,10225,14103000,4.41,32,10.07,0.64,72,1130.59,72500,100,20250214,852,20250407,632
3449,テクノフレックス,東証ST,金属製品,24735,21360000,4.66,54,12.86,0.91,90.04,1274.76,115800,100,20250502,1181,20250407,978
3452,ビーロット,東証ST,不動産,25641,20032400,5.47,70,5.73,1.4,223.47,916.76,128000,100,20250401,1469,20250407,1048
3454,ファーストブラザーズ,東証ST,不動産,14503,14445000,3.49,35,10.28,0.57,97.69,1773.64,100400,100,20250107,1088,20250407,890
3457,And_Doホールディングス,東証PR,不動産,26565,19913600,3.37,45,10.06,1.52,132.62,879.44,133400,100,20250423,1395,20250407,1112
3467,アグレ都市デザイン,東証ST,不動産,9471,5754000,5.65,93,6.28,1.45,262.27,1135.79,164600,100,20250327,1930,20250407,1430
3475,グッドコムアセット,東証PR,不動産,35995,30530400,3.82,45,9.1,2.73,129.55,432.15,117900,100,20250418,1292,20250317,759
3477,フォーライフ,東証GR,不動産,2512,4000000,4.38,27.5,4.57,0.66,137.53,956.43,62800,100,20250313,720,20250407,545
3482,ロードスターキャピタル,東証PR,不動産,55261,21444000,3.22,83,5.58,1.55,461.48,1661.78,257700,100,20250214,2871,20250407,1969
3484,イノベーションホールディングス,東証PR,不動産,16437,17674400,3.01,28,18.75,4.21,49.6,220.88,93000,100,20250306,1038,20250407,854
3486,グローバル・リンク・マネジメント,東証PR,不動産,30951,16012016,3.75,72.5,8.14,2.67,237.33,722.64,193300,100,20250401,1995,20250117,1324
3489,フェイスネットワーク,東証ST,不動産,19472,9960000,4.91,96,7.15,2.66,273.41,735.94,195500,100,20250501,1999,20250407,1421
3501,SUMINOE,東証PR,繊維製品,18898,15364324,3.25,40,17.32,0.52,71,2373.92,123000,100,20250501,1259,20250407,1020
3512,日本フエルト,東証ST,繊維製品,8474,18342089,4.33,20,21.48,0.41,21.51,1125.47,46200,100,20250326,507,20250407,423
3513,イチカワ,東証ST,繊維製品,8906,4967151,4.46,80,9.69,0.35,184.96,5123.06,179300,100,20250327,1987,20250130,1514
3521,エコナックホールディングス,東証ST,サービス,3864,26466366,3.42,5,22.71,0.79,6.43,184.55,14600,100,20250227,202,20250106,115
3524,日東製網,東証ST,繊維製品,3558,2605000,3.66,50,10.12,0.51,134.96,2701.19,136600,100,20250415,1721,20250502,1363
3526,芦森工業,東証ST,輸送用機器,16190,6056939,3.74,100,8.04,0.7,332.51,3809.13,267300,100,20250212,3200,20250407,2414
3538,ウイルプラスホールディングス,東証ST,小売,10423,10402220,4.5,45.06,6.34,0.89,157.93,1120.69,100200,100,20250325,1055,20250407,826
3546,アレンザホールディングス,東証PR,小売,31039,30193386,3.7,38,14.03,1.01,73.28,1019.38,102800,100,20250108,1123,20250407,900
3548,バロックジャパンリミテッド,東証PR,小売,26737,36676300,5.21,38,19.6,1.68,37.2,434.58,72900,100,20250106,803,20250407,611
3551,ダイニック,東証ST,繊維製品,6285,8504747,4.06,30,4.42,0.24,167.35,3070.78,73900,100,20250324,817,20250407,648
3553,共和レザー,東証ST,化学,16709,24500000,4.69,32,9.31,0.45,73.25,1523.08,68200,100,20250326,754,20250407,571
3569,セーレン,東証PR,繊維製品,142711,64633646,3.08,68,9.04,0.95,244.15,2313,220800,100,20250107,2820,20250407,2001
3571,ソトー,東証ST,繊維製品,9308,13933757,5.99,40,36.62,0.58,18.24,1161.47,66800,100,20250325,721,20250407,632
